cid,status,smiles,pLDDT,pTM,ipTM,ipTM_best,lig_iptm,confidence,confidence_best,affinity_log_kd_uM,affinity_kd_uM,affinity_pkd,affinity_prob_binder,elapsed_s,n_pdbs,n_models,pred_dir
gen_0006,ok,COc1cc2nc(-c3cccc(N)c3)nc(NCc3ccc4c(c3)C(=O)NCC4)c2cc1N,0.847,0.9166,0.819,0.819,0.819,0.8414,0.8414,-0.003,0.994,6.003,0.62,80.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0006/boltz_results_gen_0006/predictions/gen_0006
gen_0007,ok,COc1cc2nc(-c3cccc(N)c3)nc(-n3nc4ccccn4c3=O)c2cc1N,0.8473,0.8584,0.6244,0.6244,0.6244,0.8027,0.8027,0.392,2.465,5.608,0.5965,79.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0007/boltz_results_gen_0007/predictions/gen_0007
gen_0008,ok,COc1cc2nc(-c3cccc(N)c3)nc(-c3cnc4[nH]c(=O)n(C)c4c3)c2cc1N,0.854,0.8881,0.7436,0.7436,0.7436,0.8319,0.8319,-0.628,0.235,6.628,0.4032,79.8,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0008/boltz_results_gen_0008/predictions/gen_0008
gen_0009,ok,COc1cc2nc(-c3cccc(N)c3)nc(N3C(=O)c4ccc(C)cc4C3=O)c2cc1N,0.835,0.8363,0.5698,0.5698,0.5698,0.782,0.782,0.271,1.867,5.729,0.6277,79.9,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0009/boltz_results_gen_0009/predictions/gen_0009
gen_0010,ok,COc1cc2nc(-c3cccc(N)c3)nc(NS(=O)(=O)N3CCNCC3)c2cc1N,0.8333,0.8755,0.6408,0.6414,0.6408,0.7948,0.7948,0.739,5.483,5.261,0.5619,79.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0010/boltz_results_gen_0010/predictions/gen_0010
gen_0011,ok,COc1cc2nc(-c3cccc(N)c3)nc(C(=O)c3ccc4c(c3)NC(=O)C(C)O4)c2cc1N,0.8396,0.8542,0.6632,0.6632,0.6632,0.8043,0.8043,-0.45,0.355,6.45,0.6109,80.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0011/boltz_results_gen_0011/predictions/gen_0011
gen_0012,ok,COc1cc2nc(-c3cccc(N)c3)nc(N(C)S(=O)(=O)N3CCO[C@H](C)C3)c2cc1N,0.8455,0.8861,0.6945,0.6945,0.6945,0.8153,0.8153,0.488,3.073,5.512,0.5323,84.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0012/boltz_results_gen_0012/predictions/gen_0012
gen_0013,ok,COc1cc2nc(-c3cccc(N)c3)nc(Cn3nc(C)sc3=O)c2cc1N,0.8633,0.9053,0.72,0.756,0.72,0.8347,0.8347,0.565,3.675,5.435,0.5819,79.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0013/boltz_results_gen_0013/predictions/gen_0013
gen_0014,ok,COc1cc2nc(-c3cccc(N)c3)nc(-c3ccc4c(c3)NC(=O)C(C)O4)c2cc1N,0.8461,0.8724,0.6267,0.6267,0.6267,0.8023,0.8023,0.043,1.103,5.957,0.6079,80.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0014/boltz_results_gen_0014/predictions/gen_0014
gen_0015,ok,COc1cc2nc(-c3cccc(N)c3)nc(-c3nc4cc(C)ccc4[nH]3)c2cc1N,0.8313,0.9038,0.8281,0.8281,0.8281,0.8306,0.8306,0.477,2.999,5.523,0.6275,80.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0015/boltz_results_gen_0015/predictions/gen_0015
gen_0016,ok,COc1cc2nc(-c3cccc(N)c3)nc(-c3nccn4cnnc34)c2cc1N,0.8658,0.9039,0.7338,0.7338,0.7338,0.8394,0.8394,0.517,3.286,5.483,0.6953,80.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0016/boltz_results_gen_0016/predictions/gen_0016
gen_0017,ok,COc1cc2nc(-c3cccc(N)c3)nc(N3CCCC4(C3)OCc3ccccc34)c2cc1N,0.8591,0.8915,0.7825,0.7825,0.7825,0.8437,0.8437,0.407,2.553,5.593,0.599,79.9,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0017/boltz_results_gen_0017/predictions/gen_0017
gen_0018,ok,COc1cc2nc(-c3cccc(N)c3)nc(N(C)c3ncccc3F)c2cc1N,0.8576,0.9227,0.8411,0.8411,0.8411,0.8543,0.8543,0.861,7.256,5.139,0.4484,79.9,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0018/boltz_results_gen_0018/predictions/gen_0018
gen_0019,ok,COc1cc2nc(-c3cccc(N)c3)nc(-c3nc4cccc(C)c4o3)c2cc1N,0.8769,0.9265,0.8626,0.8626,0.8626,0.874,0.874,0.456,2.857,5.544,0.5791,79.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0019/boltz_results_gen_0019/predictions/gen_0019
gen_0020,ok,COc1cc2nc(-c3cccc(N)c3)nc(-c3ccc4c(c3)OCCO4)c2cc1N,0.8568,0.9088,0.8031,0.8031,0.8031,0.8461,0.8461,0.327,2.124,5.673,0.5768,79.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0020/boltz_results_gen_0020/predictions/gen_0020
gen_0021,ok,COc1cc2nc(-c3cccc(N)c3)nc(N3CCc4ccccc4C3)c2cc1N,0.8592,0.8926,0.6904,0.727,0.6904,0.8254,0.8254,0.748,5.595,5.252,0.5429,80.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0021/boltz_results_gen_0021/predictions/gen_0021
gen_0022,ok,CCN1CCC(Nc2nc(-c3cccc(N)c3)nc3cc(OC)c(N)cc23)CC1,0.8542,0.8964,0.7365,0.7365,0.7365,0.8307,0.8307,-0.275,0.531,6.275,0.5562,80.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0022/boltz_results_gen_0022/predictions/gen_0022
gen_0023,ok,CCn1cc(Nc2nc(-c3cccc(N)c3)nc3cc(OC)c(N)cc23)cn1,0.8533,0.8842,0.6977,0.7376,0.6977,0.8222,0.8222,0.086,1.218,5.914,0.647,80.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0023/boltz_results_gen_0023/predictions/gen_0023
gen_0024,ok,COc1cc2nc(-c3cccc(N)c3)nc(NCc3ccc(C)nc3)c2cc1N,0.8494,0.9165,0.8085,0.8085,0.8085,0.8412,0.8412,0.573,3.74,5.427,0.6696,82.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0024/boltz_results_gen_0024/predictions/gen_0024
gen_0025,ok,COc1cc2nc(-c3cccc(N)c3)nc(NS(=O)(=O)c3ccc(C)cc3)c2cc1N,0.858,0.9183,0.851,0.9003,0.851,0.8566,0.8566,0.704,5.054,5.296,0.6188,79.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0025/boltz_results_gen_0025/predictions/gen_0025
gen_0026,ok,COc1cc2nc(-c3cccc(N)c3)nc(N3CCC(CO)CC3)c2cc1N,0.8628,0.9182,0.8294,0.8294,0.8294,0.8562,0.8562,0.615,4.117,5.385,0.5351,79.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0026/boltz_results_gen_0026/predictions/gen_0026
gen_0027,ok,COc1cc2nc(-c3cccc(N)c3)nc(Cn3cnc4ccccc43)c2cc1N,0.8676,0.9254,0.8619,0.8619,0.8619,0.8665,0.8665,0.743,5.536,5.257,0.7033,79.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0027/boltz_results_gen_0027/predictions/gen_0027
gen_0028,ok,COc1cc2nc(-c3cccc(N)c3)nc(Nc3cc(C)ccc3OC)c2cc1N,0.8607,0.8699,0.762,0.7992,0.762,0.841,0.841,0.644,4.408,5.356,0.6255,80.8,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0028/boltz_results_gen_0028/predictions/gen_0028
gen_0029,ok,COc1cc2nc(-c3cccc(N)c3)nc(-c3ccc4nncn4n3)c2cc1N,0.8823,0.9245,0.8543,0.8543,0.8543,0.8767,0.8767,0.484,3.045,5.516,0.6423,80.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0029/boltz_results_gen_0029/predictions/gen_0029
gen_0030,ok,COc1cc2nc(-c3cccc(N)c3)nc(Nc3ncc(Cl)cc3F)c2cc1N,0.8811,0.8776,0.784,0.784,0.784,0.8617,0.8617,0.471,2.955,5.529,0.5438,80.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0030/boltz_results_gen_0030/predictions/gen_0030
gen_0031,ok,COc1cc2nc(-c3cccc(N)c3)nc(-c3ccc4c(c3)CCC(=O)N4)c2cc1N,0.8605,0.8861,0.7038,0.7155,0.7038,0.8292,0.8292,0.003,1.007,5.997,0.5496,80.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0031/boltz_results_gen_0031/predictions/gen_0031
gen_0032,ok,COc1cc2nc(-c3cccc(N)c3)nc(-c3cc4ccccc4cc3O)c2cc1N,0.8411,0.8844,0.6722,0.6722,0.6722,0.8073,0.8073,0.477,2.996,5.523,0.6405,80.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0032/boltz_results_gen_0032/predictions/gen_0032
gen_0033,ok,COc1cc2nc(-c3cccc(N)c3)nc(C3(C)COC(=O)N3)c2cc1N,0.8503,0.8821,0.57,0.5975,0.57,0.7942,0.7942,0.535,3.43,5.465,0.5063,80.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0033/boltz_results_gen_0033/predictions/gen_0033
gen_0034,ok,COc1cc2nc(-c3cccc(N)c3)nc(N3C(=O)NC4(CCc5ccccc54)C3=O)c2cc1N,0.8228,0.8636,0.664,0.664,0.664,0.7911,0.7911,-0.016,0.964,6.016,0.5498,81.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0034/boltz_results_gen_0034/predictions/gen_0034
gen_0035,ok,COc1cc2nc(-c3cccc(N)c3)nc(Nc3nc(C)cs3)c2cc1N,0.8455,0.8921,0.6394,0.6394,0.6394,0.8042,0.8042,0.46,2.882,5.54,0.6535,80.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0035/boltz_results_gen_0035/predictions/gen_0035
gen_0036,ok,COc1cc2nc(-c3cccc(N)c3)nc(Nc3ccc4c(c3)CCC(=O)N4)c2cc1N,0.8515,0.8815,0.781,0.781,0.781,0.8374,0.8374,-0.051,0.89,6.051,0.5661,80.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0036/boltz_results_gen_0036/predictions/gen_0036
gen_0037,ok,COc1ccc(Nc2nc(-c3cccc(N)c3)nc3cc(OC)c(N)cc23)cc1,0.9012,0.9228,0.8698,0.8698,0.8698,0.8949,0.8949,0.689,4.884,5.311,0.6293,79.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0037/boltz_results_gen_0037/predictions/gen_0037
gen_0038,ok,Cc1ccc(C2=CC(c3ccccc3)n3nc(Nc4cccc(N)c4)nc3N2)cc1,0.8503,0.9062,0.7664,0.7664,0.7664,0.8335,0.8335,0.825,6.687,5.175,0.5783,80.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0038/boltz_results_gen_0038/predictions/gen_0038
gen_0039,ok,COc1cc2nc(-c3cccc(N)c3)nc(OCC3CCOC3)c2cc1N,0.8538,0.8993,0.7326,0.7326,0.7326,0.8296,0.8296,0.616,4.128,5.384,0.4827,79.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0039/boltz_results_gen_0039/predictions/gen_0039
gen_0040,ok,COc1cc2nc(-c3cccc(N)c3)nc(Nc3cccnc3)c2cc1N,0.8749,0.9152,0.834,0.834,0.834,0.8667,0.8667,0.268,1.855,5.732,0.6751,79.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0040/boltz_results_gen_0040/predictions/gen_0040
gen_0041,ok,COc1cc(-c2nc(-c3cccc(N)c3)nc3cc(OC)c(N)cc23)ccc1N,0.8814,0.9117,0.8556,0.8556,0.8556,0.8762,0.8762,0.345,2.213,5.655,0.6476,79.8,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0041/boltz_results_gen_0041/predictions/gen_0041
gen_0042,ok,COc1cc2nc(-c3cccc(N)c3)nc(NCc3cnn(C)c3)c2cc1N,0.8675,0.9141,0.8221,0.8221,0.8221,0.8584,0.8584,0.355,2.265,5.645,0.647,79.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0042/boltz_results_gen_0042/predictions/gen_0042
gen_0043,ok,COc1cc2nc(-c3cccc(N)c3)nc(Oc3ncccn3)c2cc1N,0.8691,0.9176,0.821,0.821,0.821,0.8595,0.8595,0.405,2.544,5.595,0.6219,79.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0043/boltz_results_gen_0043/predictions/gen_0043
gen_0044,ok,COc1cc2nc(-c3cccc(N)c3)nc(Cc3c(C)noc3C)c2cc1N,0.8725,0.9157,0.8096,0.8096,0.8096,0.86,0.86,0.585,3.849,5.415,0.6776,81.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0044/boltz_results_gen_0044/predictions/gen_0044
gen_0045,ok,COc1cc2nc(-c3cccc(N)c3)nc(Oc3cccc(N)c3)c2cc1N,0.8686,0.9048,0.7934,0.7934,0.7934,0.8535,0.8535,0.858,7.205,5.142,0.5422,83.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0045/boltz_results_gen_0045/predictions/gen_0045
gen_0046,ok,COc1cc2nc(-c3cccc(N)c3)nc(-c3nc4cc(Br)cnc4[nH]3)c2cc1N,0.8732,0.8971,0.7369,0.7543,0.7369,0.846,0.846,0.202,1.591,5.798,0.6178,81.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0046/boltz_results_gen_0046/predictions/gen_0046
gen_0047,ok,COc1cc2nc(-c3cccc(N)c3)nc(-c3ncco3)c2cc1N,0.8716,0.9313,0.8383,0.8383,0.8383,0.8649,0.8649,0.764,5.804,5.236,0.6557,80.9,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0047/boltz_results_gen_0047/predictions/gen_0047
gen_0048,ok,COc1cc2nc(-c3cccc(N)c3)nc(-n3cnc(S(N)(=O)=O)c3)c2cc1N,0.8554,0.8973,0.7788,0.7788,0.7788,0.8401,0.8401,0.317,2.077,5.683,0.5783,81.8,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0048/boltz_results_gen_0048/predictions/gen_0048
gen_0049,ok,COc1cc2nc(-c3cccc(N)c3)nc(Nc3ccncc3)c2cc1N,0.8821,0.9095,0.7633,0.777,0.7633,0.8584,0.8584,0.578,3.784,5.422,0.6724,81.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0049/boltz_results_gen_0049/predictions/gen_0049
gen_0050,ok,CNC(=O)COc1nc(-c2cccc(N)c2)nc2cc(OC)c(N)cc12,0.8722,0.9081,0.8201,0.8342,0.8201,0.8618,0.8618,0.844,6.976,5.156,0.4783,80.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0050/boltz_results_gen_0050/predictions/gen_0050
gen_0051,ok,COc1cc2nc(-c3cccc(N)c3)nc(-c3ccc4ccccc4c3)c2cc1N,0.8489,0.8655,0.6939,0.6939,0.6939,0.8179,0.8179,0.34,2.189,5.66,0.5889,82.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0051/boltz_results_gen_0051/predictions/gen_0051
gen_0052,ok,COc1cc2nc(-c3cccc(N)c3)nc(-c3csc(N)n3)c2cc1N,0.8534,0.9121,0.7871,0.7871,0.7871,0.8401,0.8401,0.608,4.053,5.392,0.6518,82.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0052/boltz_results_gen_0052/predictions/gen_0052
gen_0053,ok,COc1cc2nc(-c3cccc(N)c3)nc(-c3ccc(=O)[nH]n3)c2cc1N,0.9055,0.895,0.6489,0.6924,0.6489,0.8542,0.8542,0.726,5.327,5.274,0.6667,81.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0053/boltz_results_gen_0053/predictions/gen_0053
gen_0054,ok,COC(=O)c1nc(-c2cccc(N)c2)nc2cc(OC)c(N)cc12,0.8857,0.9175,0.7986,0.8324,0.7986,0.8683,0.8683,0.927,8.462,5.073,0.64,79.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0054/boltz_results_gen_0054/predictions/gen_0054
gen_0055,ok,COc1cc2nc(-c3cccc(N)c3)nc(N3CCOCC3)c2cc1N,0.8665,0.9056,0.721,0.7506,0.721,0.8374,0.8374,0.784,6.075,5.216,0.5828,79.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0055/boltz_results_gen_0055/predictions/gen_0055
gen_0056,ok,COc1cc2nc(-c3cccc(N)c3)nc(N(C)c3cccnc3)c2cc1N,0.8667,0.916,0.8511,0.8511,0.8511,0.8636,0.8636,0.819,6.598,5.181,0.5772,82.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0056/boltz_results_gen_0056/predictions/gen_0056
gen_0057,ok,COc1cc2nc(-c3cccc(N)c3)nc(-c3c(C)noc3C)c2cc1N,0.8709,0.9025,0.7926,0.7926,0.7926,0.8552,0.8552,0.397,2.495,5.603,0.573,90.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0057/boltz_results_gen_0057/predictions/gen_0057
gen_0058,ok,COc1cc2nc(-c3cccc(N)c3)nc(N3CCC(O)CC3)c2cc1N,0.8533,0.8921,0.7281,0.7281,0.7281,0.8283,0.8283,0.569,3.708,5.431,0.6261,79.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0058/boltz_results_gen_0058/predictions/gen_0058
gen_0059,ok,COc1cc2nc(-c3cccc(N)c3)nc(Cc3ccc4ccccc4c3)c2cc1N,0.8764,0.9209,0.8433,0.8922,0.8433,0.8698,0.8698,0.668,4.655,5.332,0.6352,81.9,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0059/boltz_results_gen_0059/predictions/gen_0059
gen_0060,ok,COc1cc2nc(-c3cccc(N)c3)nc(-n3nc(C)sc3=O)c2cc1N,0.8505,0.9106,0.7786,0.7786,0.7786,0.8361,0.8361,0.366,2.324,5.634,0.6345,100.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0060/boltz_results_gen_0060/predictions/gen_0060
gen_0061,ok,COc1cc2nc(-c3cccc(N)c3)nc(-c3csc(C)n3)c2cc1N,0.8634,0.9024,0.8772,0.8772,0.8772,0.8662,0.8662,0.845,6.991,5.155,0.6395,147.9,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0061/boltz_results_gen_0061/predictions/gen_0061
gen_0062,ok,COCCNc1nc(-c2cccc(N)c2)nc2cc(OC)c(N)cc12,0.8719,0.9088,0.7231,0.7314,0.7231,0.8421,0.8421,0.923,8.383,5.077,0.6272,96.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0062/boltz_results_gen_0062/predictions/gen_0062
gen_0063,ok,COc1cc2nc(-c3cccc(N)c3)nc(-c3ncccn3)c2cc1N,0.8661,0.9235,0.8081,0.8081,0.8081,0.8545,0.8545,0.872,7.441,5.128,0.5721,81.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0063/boltz_results_gen_0063/predictions/gen_0063
gen_0064,ok,COc1cc2nc(-c3cccc(N)c3)nc(OCC(=O)O)c2cc1N,0.8731,0.9182,0.7932,0.7932,0.7932,0.8571,0.8571,0.823,6.655,5.177,0.5088,83.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0064/boltz_results_gen_0064/predictions/gen_0064
gen_0065,ok,COc1cc2nc(-c3cccc(N)c3)nc(Cc3nn[nH]n3)c2cc1N,0.9105,0.9302,0.8527,0.8527,0.8527,0.899,0.899,0.489,3.082,5.511,0.6056,151.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0065/boltz_results_gen_0065/predictions/gen_0065
gen_0066,ok,COc1cc2nc(-c3cccc(N)c3)nc(NCCCN)c2cc1N,0.9254,0.921,0.8784,0.8784,0.8784,0.916,0.916,0.927,8.448,5.073,0.6157,82.8,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0066/boltz_results_gen_0066/predictions/gen_0066
gen_0067,ok,COc1cc2nc(-c3cccc(N)c3)nc(-n3cnc4ccccc43)c2cc1N,0.8428,0.9074,0.7796,0.7796,0.7796,0.8302,0.8302,0.555,3.59,5.445,0.6177,91.8,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/gen_0067/boltz_results_gen_0067/predictions/gen_0067
